id,rent,rentsqm,area,yearc,location,bath,kitchen,cheating,district
692,571.589721679688,7.93874883651733,72,1972,"1","0","0","1",1811
693,577.179504394531,9.46195983886719,61,1937,"2","0","0","0",563
694,664.923034667969,7.64279508590698,87,1972,"2","0","0","1",411
695,399.897430419922,4.87679815292358,82,1957.5,"2","0","0","1",412
696,588.05126953125,10.8898363113403,54,1957.5,"2","0","0","1",411
697,584.564086914062,6.02643585205078,97,1939,"2","0","0","1",411
698,434,7.23333311080933,60,1957.5,"2","0","1","1",426
699,476.205108642578,8.0712718963623,59,1957,"2","0","0","1",414
700,283.025665283203,3.29099583625793,86,1918,"2","0","0","1",914
701,459.743591308594,8.3589735031128,55,1918,"2","0","0","1",961
702,92.1025695800781,2.36160397529602,39,1939,"1","0","0","0",2222
703,508.512817382812,7.94551277160645,64,1918,"1","0","0","1",915
704,412.615386962891,8.09049797058105,51,1957,"2","0","0","1",210
705,378.102569580078,4.72628164291382,80,1930,"1","0","0","1",916
706,470.205139160156,5.22450256347656,90,1918,"2","0","0","0",961
707,380.410247802734,6.3401689529419,60,1956,"2","0","0","1",350
708,278.820526123047,7.3373794555664,38,1929,"2","0","0","1",1261
709,319.487182617188,4.9151873588562,65,1929,"1","0","0","1",261
710,296.564086914062,8.4732608795166,35,1967,"1","0","0","1",252
711,654.820495605469,5.03708076477051,130,1929,"1","1","0","0",242
712,745.435913085938,10.6490821838379,70,1991,"2","0","1","1",1723
713,342.717956542969,6.23123598098755,55,1918,"1","0","0","1",822
714,243.846160888672,4.20424365997314,58,1961,"2","0","0","1",284
715,570.615356445312,4.75512838363647,120,1939,"1","0","0","1",251
716,435.897430419922,8.54701042175293,51,1967,"1","0","0","1",1133
717,698.256408691406,8.95200443267822,78,1959,"2","1","0","1",2524
718,358.666687011719,5.87977981567383,61,1957.5,"1","0","0","1",1133
719,353.179504394531,6.30677461624146,56,1959,"1","0","0","1",1132
720,794.974304199219,8.36814880371094,95,1972,"2","1","0","1",1243
721,373.589752197266,4.72898435592651,79,1924,"3","0","0","0",1852
722,542.205139160156,7.74578952789307,70,1957.5,"2","0","0","1",151
723,964.410217285156,13.2110977172852,73,1991,"2","1","1","1",153
724,572.666625976562,7.24894332885742,79,1957.5,"2","1","0","1",1531
725,600.974365234375,11.1291542053223,54,1984,"2","0","0","1",964
726,544.820495605469,4.54017114639282,120,1929,"1","0","0","1",1011
727,377.94873046875,11.4529895782471,33,1977,"2","0","0","1",1244
728,813.794860839844,11.6256408691406,70,1991,"3","1","0","1",2133
729,727.333374023438,5.59487152099609,130,1957.5,"2","0","0","1",411
730,709.743591308594,8.3499231338501,85,1918,"2","1","0","1",543
731,944,10.9767436981201,86,1991,"1","1","1","1",542
732,641.692321777344,9.5774974822998,67,1918,"2","0","0","1",210
733,467.025634765625,6.5778260231018,71,1939,"2","0","0","1",360
734,411.641021728516,5.14551258087158,80,1957.5,"2","0","0","1",1543
735,619.538452148438,10.6816968917847,58,1991,"2","0","0","1",1541
736,202.256408691406,6.32051277160645,32,1929,"2","0","0","1",210
737,507.282043457031,9.05860996246338,56,1959,"2","0","0","1",232
738,548.512817382812,7.72553300857544,71,1983,"1","0","0","1",1363
739,307.641052246094,6.1528205871582,50,1959,"2","0","0","1",231
740,512,7.31428718566895,70,1918,"2","0","0","1",210
741,40.5128211975098,0.861974835395813,47,1918,"2","0","0","1",521
742,728.820495605469,8.0980052947998,90,1918,"2","1","0","1",711
743,235.179489135742,5.87948703765869,40,1958,"1","0","1","1",1611
744,395.538452148438,5.73244094848633,69,1918,"1","0","0","1",542
745,451.230773925781,5.86013841629028,77,1972,"2","0","0","1",1613
746,270.307678222656,3.51048922538757,77,1918,"1","0","0","1",522
747,270.923065185547,8.73945045471191,31,1939,"2","0","0","0",914
748,755.641052246094,8.78652286529541,86,1918,"2","0","0","1",961
749,514.307678222656,8.5717945098877,60,1918,"2","0","0","1",242
750,301.179473876953,5.1927490234375,58,1957.5,"1","0","0","0",1402
751,314.358978271484,8.06048679351807,39,1957,"1","0","0","1",623
752,332.05126953125,3.19280099868774,104,1918,"1","0","0","0",623
753,550.871765136719,7.06245613098145,78,1918,"1","0","0","1",622
754,705.282104492188,7.34668731689453,96,1918,"1","0","0","1",623
755,519.743591308594,6.33833837509155,82,1918,"1","0","0","1",623
756,388.358978271484,6.06810808181763,64,1966,"2","0","0","1",711
757,395.538452148438,5.73244094848633,69,1973,"2","1","0","1",711
758,244.769226074219,5.09935855865479,48,1965,"1","0","0","1",2131
759,291.025634765625,5.8205132484436,50,1924,"1","0","0","1",2222
760,501.384613037109,8.49804592132568,59,1987,"1","0","0","1",2213
761,459.743591308594,6.86184597015381,67,1984,"1","0","0","1",714
762,468.717956542969,5.26649236679077,89,1971,"1","0","0","1",713
763,386.153839111328,4.70919322967529,82,1960,"1","0","0","1",612
764,412.461517333984,7.49930238723755,55,1969,"1","0","0","1",612
765,424.871795654297,5.11893749237061,83,1970,"1","0","0","1",713
766,246.05126953125,4.17036056518555,59,1939,"1","0","0","0",734
767,683.538452148438,6.76770782470703,101,1979,"1","0","0","1",2024
768,402.974365234375,7.3268051147461,55,1969,"1","0","0","1",713
769,483.384613037109,6.27772283554077,77,1975,"1","1","0","1",713
770,400.410247802734,8.00820541381836,50,1959,"1","0","0","1",713
771,204.051284790039,3.57984662055969,57,1918,"1","0","0","1",612
772,541.538452148438,8.73449230194092,62,1962,"1","0","0","1",713
773,746.051330566406,8.38259983062744,89,1981,"2","0","0","1",1935
774,880.615356445312,10.122015953064,87,1984,"2","1","1","1",1646
775,604.256408691406,10.0709390640259,60,1963,"2","0","0","1",563
776,374.102569580078,10.688645362854,35,1970,"1","0","0","1",1713
777,134.358978271484,3.73219394683838,36,1931,"1","0","0","0",713
778,635.538513183594,9.77751350402832,65,1929,"1","0","0","1",252
779,763.025634765625,9.90942573547363,77,1918,"2","0","0","0",813
780,451.794860839844,11.5844821929932,39,1985,"2","0","0","1",332
781,670.820495605469,8.08217430114746,83,1985,"1","0","0","1",252
782,916.717956542969,8.48812770843506,108,1918,"1","0","0","1",261
783,215.230773925781,6.94292783737183,31,1918,"1","0","0","0",822
784,559.846130371094,5.5984616279602,100,1961,"1","0","0","1",963
785,724.512817382812,9.05640983581543,80,1957.5,"2","0","0","1",350
786,439.794860839844,6.46756935119629,68,1956,"1","0","0","1",1121
787,494.205139160156,6.58939981460571,75,1957.5,"2","0","0","1",412
788,434.410247802734,7.48983097076416,58,1953,"2","0","0","1",425
789,358.769226074219,6.5230770111084,55,1997,"1","0","0","1",2142
790,204.205139160156,4.86202669143677,42,1939,"1","0","1","1",2221
791,443.179504394531,5.27594900131226,84,1973,"1","0","0","1",1122
792,271.128204345703,3.47600245475769,78,1957.5,"2","0","0","0",350
793,581.179504394531,7.26474380493164,80,1957.5,"2","0","0","1",350
794,294.051300048828,5.06984996795654,58,1957.5,"2","0","0","1",943
795,407.8974609375,5.74503564834595,71,1959,"1","0","0","1",951
796,534.307678222656,10.6861534118652,50,1969,"1","0","1","1",2523
797,369.230773925781,6.36604595184326,58,1918,"1","0","0","0",822
798,645.589782714844,10.9421997070312,59,1939,"3","0","0","1",925
799,355.282043457031,6.45967197418213,55,1918,"1","0","0","1",2134
800,707.128234863281,8.6235122680664,82,1959,"1","0","0","1",927
801,344.769226074219,6.6301794052124,52,1959,"1","0","1","1",1132
802,366,6.10000038146973,60,1957.5,"2","0","0","1",941
803,279.846160888672,4.51364755630493,62,1918,"2","0","0","0",231
804,632.461547851562,7.35420513153076,86,1980,"2","0","0","1",531
805,660.153869628906,9.4307689666748,70,1984,"1","0","0","1",1312
806,244,4.51851749420166,54,1966,"2","0","1","0",1334
807,177.641021728516,3.35171747207642,53,1957.5,"1","0","0","0",1281
808,939.282043457031,7.06227159500122,133,1961,"3","0","0","1",1372
809,548.512817382812,7.31350231170654,75,1972,"1","0","0","1",1942
810,245.282043457031,3.77356958389282,65,1954,"2","0","0","1",1853
811,184.769226074219,3.6229259967804,51,1918,"2","0","0","1",916
812,271.076904296875,3.66320157051086,74,1939,"1","0","0","1",916
813,375.538452148438,4.36672592163086,86,1939,"1","0","0","1",916
814,495.282043457031,5.00284862518311,99,1962,"1","0","0","1",951
815,445.589752197266,4.45589733123779,100,1918,"2","0","0","0",961
816,343.230773925781,10.400933265686,33,1972,"1","0","0","1",2522
817,494.820526123047,5.96169233322144,83,1957.5,"1","0","0","1",1644
818,237.589736938477,4.56903409957886,52,1924,"1","0","0","1",1124
819,453.589752197266,4.19990491867065,108,1955,"1","0","0","1",1112
820,319.435913085938,7.79111814498901,41,1982,"2","0","0","1",411
821,514.1025390625,4.47045707702637,115,1918,"2","0","0","1",411
822,988.974365234375,9.98964023590088,99,1991,"1","1","0","1",1321
823,453.94873046875,6.98382568359375,65,1918,"2","0","0","1",242
824,712,8.1839075088501,87,1981,"1","1","0","1",1361
825,597.333374023438,9.0505084991455,66,1964,"1","0","0","1",1342
826,335.794860839844,11.1931638717651,30,1959,"2","0","0","1",360
827,625.794921875,10.4299182891846,60,1987,"2","0","1","0",1534
828,282.564117431641,5.43392324447632,52,1918,"1","0","0","1",1401
829,210.615386962891,4.48117876052856,47,1957.5,"1","0","0","1",1404
830,594.717895507812,10.6199636459351,56,1984,"2","1","1","1",1543
831,682.205139160156,8.52756404876709,80,1980,"2","1","0","1",1544
832,498.153869628906,7.11648225784302,70,1965,"2","0","0","1",1243
833,505.025634765625,9.01831340789795,56,1984,"1","0","0","1",1132
834,1256.51281738281,13.5108919143677,93,1939,"2","0","0","1",426
835,231.28205871582,4.28300094604492,54,1959,"1","0","1","1",1132
836,256.615386962891,3.94792914390564,65,1957,"1","0","0","1",1132
837,387.743591308594,5.53919458389282,70,1957.5,"1","0","0","1",422
838,440.666656494141,5.50833320617676,80,1972,"1","0","0","1",1011
839,589.384643554688,5.35804128646851,110,1929,"1","0","0","1",1011
840,677.8974609375,8.07021045684814,84,1957.5,"2","1","0","1",1243
841,203.94873046875,4.33933448791504,47,1938,"2","0","0","0",411
842,322.820526123047,13.4508562088013,24,1983,"2","0","0","1",426
843,183.589736938477,3.22087287902832,57,1956,"2","0","0","1",1242
844,146.871795654297,4.31975889205933,34,1924,"1","0","0","1",1236
845,391.435882568359,4.60512781143188,85,1963,"2","0","0","1",411
846,377.333312988281,5.8958306312561,64,1957.5,"2","0","0","1",2527
847,479.641021728516,5.64283561706543,85,1967,"1","0","0","1",2524
848,393.538482666016,4.98149967193604,79,1956,"1","0","0","1",2524
849,266.871795654297,5.67812299728394,47,1972,"1","0","0","1",1932
850,637.487182617188,6.57203102111816,97,1971,"1","0","0","1",1012
851,582.923034667969,9.5561180114746,61,1970,"1","0","0","1",1013
852,594.410217285156,9.9068365097046,60,1939,"1","0","0","1",261
853,463.025665283203,9.26051330566406,50,1967,"2","0","0","1",2523
854,444.410247802734,4.77860498428345,93,1953,"1","0","0","1",1921
855,856.051330566406,10.7006406784058,80,1939,"2","0","0","0",1244
856,445.025634765625,5.11523723602295,87,1972,"1","0","0","1",1321
857,558.974365234375,5.32356405258179,105,1929,"1","0","0","1",541
858,281.384613037109,5.21082544326782,54,1929,"2","0","0","1",390
859,857.84619140625,9.53162574768066,90,1996,"1","0","0","1",552
860,366.564086914062,8.14586734771729,45,1929,"1","0","0","1",563
861,278.102569580078,4.9661169052124,56,1932,"1","0","0","1",1812
862,271.282043457031,6.02849245071411,45,1939,"1","0","0","1",1841
863,463.692321777344,7.02564096450806,66,1954,"1","0","0","1",1821
864,464.051300048828,8.92406177520752,52,1918,"1","0","0","1",1811
865,412.410247802734,5.97695922851562,69,1918,"1","0","0","0",1711
866,1022.41021728516,16.4904861450195,62,1984,"2","1","0","1",1852
867,423.487182617188,6.04981565475464,70,1918,"2","0","0","1",360
868,381.948699951172,7.07312297821045,54,1957.5,"2","0","0","0",360
869,526.923095703125,9.40934371948242,56,1929,"2","0","0","1",360
870,956.871826171875,9.56871795654297,100,1929,"2","0","0","1",414
871,282.564117431641,3.71794867515564,76,1963,"1","0","0","1",1134
872,501.025634765625,9.82403087615967,51,1972,"1","0","0","1",422
873,320.564086914062,9.42835426330566,34,1952,"1","0","0","1",1236
874,495.333343505859,9.90666675567627,50,1962,"2","0","0","1",411
875,604.769226074219,9.91425132751465,61,1957.5,"2","0","0","1",413
876,754.974304199219,8.57925605773926,88,1983,"1","0","0","1",2024
877,362.1025390625,6.35267686843872,57,1924,"1","0","0","1",1924
878,263.743591308594,3.56410241127014,74,1918,"1","0","0","1",1812
879,701.897399902344,7.79886150360107,90,1924,"2","0","0","1",1832
880,642.717956542969,5.84289216995239,110,1962,"2","0","0","1",413
881,422.564117431641,8.45128154754639,50,1986,"2","0","0","1",1545
882,491.641021728516,6.22330236434937,79,1955,"2","0","0","1",2525
883,816,9.5999994277954,85,1930,"2","0","0","1",926
884,269.94873046875,4.28490018844604,63,1929,"2","0","0","1",942
885,350.205139160156,4.12006044387817,85,1918,"1","0","0","0",242
886,904.564086914062,10.3972873687744,87,1924,"3","0","0","1",925
887,296,7.40000009536743,40,1973,"1","0","0","1",2222
888,356.923065185547,14.8717947006226,24,1971,"1","0","0","1",961
889,407.076904296875,6.07577466964722,67,1957.5,"2","0","0","1",233
890,233.487167358398,3.24287724494934,72,1968,"1","0","0","1",2222
891,429.794860839844,6.13992834091187,70,1918,"2","0","0","0",210
892,272.974365234375,3.41217947006226,80,1957.5,"1","0","0","0",962
893,1234.71789550781,9.3539228439331,132,1939,"2","0","1","1",961
894,283.179504394531,3.07803797721863,92,1918,"1","0","0","1",914
895,428,4.19607830047607,102,1930,"1","0","0","1",916
896,332.871795654297,7.39714908599854,45,1929,"1","1","0","1",915
897,346.871795654297,4.03339338302612,86,1929,"2","0","0","1",961
898,336.871795654297,13.474871635437,25,1965,"1","0","0","1",961
899,465.179473876953,6.37232303619385,73,1962,"2","0","0","1",2131
900,379.94873046875,5.75680017471313,66,1959,"1","1","0","1",1132
901,580.461547851562,9.36228275299072,62,1963,"1","0","0","1",1132
902,324.615386962891,11.1936359405518,29,1961,"1","0","0","1",1132
903,186.820510864258,2.70754361152649,69,1939,"2","0","0","1",425
904,250.102569580078,4.03391218185425,62,1929,"1","0","0","0",1132
905,624.15380859375,6.71133327484131,93,1955,"1","0","0","1",422
906,579.743591308594,7.83437442779541,74,1938,"2","0","0","1",1241
907,551.94873046875,10.4141283035278,53,1996,"1","0","1","1",624
908,383.794891357422,11.2880821228027,34,1991,"1","0","0","1",611
909,219.641021728516,3.66068339347839,60,1956,"1","0","0","0",711
910,322.410247802734,3.13019704818726,103,1929,"1","0","0","0",816
911,509.589752197266,8.4931640625,60,1962,"1","0","0","1",723
912,599.025634765625,10.6968870162964,56,1918,"1","0","0","1",332
913,243.282043457031,8.68864631652832,28,1918,"2","0","0","1",813
914,515.076965332031,5.72307682037354,90,1918,"2","0","0","1",233
915,245.384613037109,8.17948722839355,30,1957.5,"1","0","0","1",251
916,436.358978271484,4.79515361785889,91,1918,"1","0","0","0",612
917,331.641021728516,4.14551258087158,80,1971,"1","0","0","1",1012
918,270,3.6986300945282,73,1954,"2","0","0","1",425
919,529.794860839844,5.57678937911987,95,1971,"1","0","0","1",1012
920,528.923095703125,6.07957458496094,87,1971,"1","0","0","1",1012
921,256.871795654297,4.28119659423828,60,1965,"1","0","0","1",1957
922,216,3.59999990463257,60,1918,"2","0","0","0",943
923,158.564102172852,3.04930973052979,52,1986,"2","0","0","1",941
924,252.205123901367,4.06782484054565,62,1918,"1","0","0","0",814
925,381.333312988281,5.08444404602051,75,1918,"2","0","0","0",563
926,188.358963012695,4.95681524276733,38,1918,"1","0","0","0",1711
927,299.692321777344,4.99487209320068,60,1957.5,"1","0","0","0",552
928,570.717956542969,6.27162551879883,91,1970,"1","0","0","1",1723
929,304.923065185547,5.86390781402588,52,1968,"1","0","0","1",1641
930,649.846130371094,9.4180612564087,69,1972,"1","0","0","1",963
931,262.564117431641,7.72247171401978,34,1960,"1","0","0","1",1363
932,833.128173828125,11.2584867477417,74,1924,"2","0","0","1",711
933,397.487152099609,5.4450306892395,73,1967,"1","0","0","1",2524
934,278.717956542969,5.35995864868164,52,1918,"2","0","0","0",543
935,535.179504394531,8.23352813720703,65,1918,"1","0","0","1",543
936,844.307678222656,9.27810764312744,91,1918,"2","0","0","1",531
937,593.743591308594,8.86184597015381,67,1958,"2","0","0","1",543
938,275.692291259766,3.40360856056213,81,1918,"2","0","0","0",541
939,412.717956542969,14.2316513061523,29,1957.5,"2","0","0","1",210
940,315.282043457031,8.29689693450928,38,1965,"1","0","0","1",1123
941,512.410278320312,10.9023427963257,47,1994.5,"1","0","0","1",1516
942,657.435913085938,8.53812789916992,77,1981,"2","1","0","1",1532
943,258.153839111328,4.60988998413086,56,1918,"2","0","0","0",1634
944,541.384582519531,10.615385055542,51,1982,"1","0","0","1",1646
945,575.076965332031,8.45701599121094,68,1983,"1","0","0","1",1643
946,402.153839111328,4.84522676467896,83,1960,"1","0","0","1",1812
947,500.974365234375,6.50615882873535,77,1964,"1","0","0","1",1833
948,1232.20520019531,9.93713855743408,124,1997,"2","0","0","1",231
949,339.897430419922,4.85567760467529,70,1918,"2","0","0","0",914
950,449.692321777344,4.68429517745972,96,1941,"1","0","0","1",1375
951,331.487182617188,8.95911312103271,37,1957.5,"1","0","0","1",1025
952,645.538513183594,8.96580982208252,72,1970,"2","0","0","1",2315
953,678.102600097656,5.42482042312622,125,1991,"2","0","0","1",930
954,379.846160888672,4.5764594078064,83,1929,"1","0","0","1",1011
955,721.94873046875,5.12020397186279,141,1929,"1","0","0","1",1011
956,551.282043457031,8.35275936126709,66,1972,"1","0","0","1",963
957,878.307678222656,9.44416904449463,93,1972,"1","1","0","1",711
958,223.487167358398,7.7064561843872,29,1969,"2","0","0","1",563
959,557.94873046875,8.71794891357422,64,1929,"1","0","0","1",1812
960,451.025634765625,5.63782024383545,80,1962,"1","0","0","1",963
961,392.05126953125,9.11747169494629,43,1957.5,"1","0","0","1",2027
962,720.461547851562,6.79680490493774,106,1972,"2","1","0","1",733
963,595.128234863281,6.92009735107422,86,1968,"1","0","0","1",1942
964,333.128204345703,4.56340026855469,73,1968,"1","0","0","1",1921
965,382.153839111328,8.49230766296387,45,1992,"1","0","0","1",734
966,398.358978271484,4.74236869812012,84,1939,"1","0","0","1",734
967,479.538452148438,5.44930219650269,88,1968,"1","0","0","1",1942
968,354.307708740234,9.08481502532959,39,1974,"1","0","0","1",1922
969,283.846160888672,7.0961537361145,40,1957.5,"1","0","0","1",1922
970,350.820495605469,8.7705135345459,40,1968,"1","0","0","1",1942
971,472.615386962891,4.87232351303101,97,1972,"1","0","0","1",723
972,725.128234863281,8.33480548858643,87,1963,"2","0","1","1",1931
973,385.487182617188,5.93057441711426,65,1965,"2","0","0","1",1933
974,460.307678222656,7.08165645599365,65,1963,"1","0","0","1",1342
975,580.769226074219,9.36724662780762,62,1957.5,"1","0","0","1",1404
976,588.512817382812,8.5291690826416,69,1918,"3","0","0","1",1335
977,340.358978271484,9.4544153213501,36,1969,"1","0","0","1",1402
978,384.051300048828,6.29592323303223,61,1960,"1","0","0","1",1363
979,380.05126953125,10.0013484954834,38,1994.5,"1","0","0","1",1342
980,397.743591308594,9.03962516784668,44,1991,"1","0","0","1",712
981,505.230773925781,8.14888191223145,62,1985,"1","0","0","1",2134
982,338.051300048828,4.22564077377319,80,1974,"1","0","0","1",2033
983,365.230773925781,4.80566787719727,76,1918,"1","0","0","0",612
984,509.94873046875,6.89120006561279,74,1957.5,"2","0","0","0",350
985,404.307708740234,4.30114603042603,94,1918,"2","0","0","0",1261
986,472.564117431641,6.7509183883667,70,1957.5,"2","0","0","1",415
987,256.923065185547,6.94386672973633,37,1957.5,"2","0","0","1",1243
988,156,1.92592620849609,81,1972,"2","0","0","0",413
989,331.025634765625,8.94664096832275,37,1972,"2","0","0","1",426
990,512.974365234375,7.8919129371643,65,1956,"2","0","0","1",350
991,558.153869628906,6.0016565322876,93,1918,"2","0","0","1",414
992,293.487182617188,9.78290748596191,30,1971,"2","0","0","1",426
993,794.15380859375,11.6787328720093,68,1957.5,"2","0","1","1",563
994,261.641021728516,4.1530327796936,63,1918,"2","0","0","0",563
995,415.692291259766,10.9392709732056,38,1929,"1","0","0","1",563
996,513.897399902344,7.67011308670044,67,1972,"1","1","0","1",422
997,365.794860839844,5.89991807937622,62,1957.5,"2","0","0","1",350
998,373.179504394531,4.78435277938843,78,1957.5,"1","0","0","1",422
999,515.538452148438,4.95710039138794,104,1957.5,"2","0","0","1",413
1000,512.205139160156,8.68144130706787,59,1986,"1","0","0","1",1014
1001,610.1025390625,6.04062032699585,101,1971,"1","0","0","1",1012
1002,568.615417480469,8.74792861938477,65,1972,"1","0","1","1",2513
1003,487.076904296875,4.77526378631592,102,1924,"1","0","0","1",1011
1004,187.33332824707,4.35658931732178,43,1957.5,"2","0","0","1",964
1005,298.153869628906,6.62564086914062,45,1974,"3","0","0","1",1955
1006,321.025634765625,6.55154371261597,49,1965,"1","0","0","1",1934
1007,259.692291259766,4.63736248016357,56,1982,"1","0","0","1",1121
1008,455.435882568359,4.21699905395508,108,1955,"1","1","0","1",1111
1009,306.256408691406,7.65641021728516,40,1935,"1","0","0","1",1132
1010,221.897445678711,3.26319742202759,68,1957,"1","0","0","1",1241
1011,727.179504394531,7.0599946975708,103,1982,"1","1","1","1",422
1012,394.769226074219,5.40779972076416,73,1954,"2","0","0","0",2526
1013,335.897430419922,4.47863245010376,75,1957.5,"2","0","0","1",2123
1014,588.717956542969,8.6576156616211,68,1957.5,"2","0","0","1",2012
1015,687.179504394531,10.1055793762207,68,1995,"2","0","0","1",711
1016,231.333343505859,3.85555529594421,60,1957.5,"1","0","1","1",711
1017,300.666656494141,6.26388692855835,48,1965,"1","0","0","1",1957
1018,474.358978271484,9.12228679656982,52,1972,"1","0","0","1",1957
1019,945.84619140625,9.65149211883545,98,1973,"3","0","0","1",1955
1020,309.076934814453,6.5761022567749,47,1972,"1","0","0","1",1957
1021,320.256408691406,4.21390008926392,76,1929,"1","0","0","1",624
1022,314.205139160156,6.41234874725342,49,1972,"1","0","0","1",1934
1023,511.230773925781,9.46723556518555,54,1969,"1","0","0","1",1112
1024,536.615417480469,8.94359016418457,60,1972,"2","0","0","1",1235
1025,598.205139160156,8.79713344573975,68,1991,"2","1","0","1",390
1026,378.051300048828,12.1952047348022,31,1972,"1","0","0","1",422
1027,229.230773925781,4.87725019454956,47,1924,"2","0","0","1",1242
1028,676.564147949219,8.35264015197754,81,1969,"2","0","0","1",1333
1029,557.076965332031,8.192307472229,68,1939,"3","0","0","1",964
1030,514.461547851562,11.18394947052,46,1969,"1","0","0","1",422
1031,446.974334716797,5.73044109344482,78,1957.5,"2","0","0","0",350
1032,457.487152099609,5.25847148895264,87,1963,"1","0","0","1",1123
1033,418.923095703125,3.91516923904419,107,1929,"2","0","0","1",1243
1034,523.179504394531,6.70743083953857,78,1961,"1","0","0","1",1132
1035,632.307678222656,7.43891286849976,85,1965,"2","0","0","1",1241
1036,345.230773925781,4.54251003265381,76,1987,"1","0","0","1",952
1037,282.564117431641,9.11496925354004,31,1983,"1","0","0","1",2221
1038,761.692321777344,8.46324634552002,90,1957.5,"2","0","0","1",913
1039,332.871795654297,6.05221509933472,55,1970,"1","0","0","1",624
1040,419.487182617188,3.8841404914856,108,1939,"2","0","0","1",231
1041,637.794860839844,7.08660984039307,90,1918,"1","0","0","1",543
1042,365.384613037109,6.29973316192627,58,1918,"1","0","0","0",532
1043,388.256408691406,5.54651784896851,70,1929,"2","0","0","0",232
1044,257.743591308594,6.60881042480469,39,1970,"1","0","0","1",724
1045,616.307739257812,9.7826623916626,63,1992,"1","0","1","1",622
1046,268.153869628906,5.58653879165649,48,1918,"1","0","0","1",521
1047,335.076934814453,4.78681325912476,70,1918,"2","0","1","1",232
1048,542.15380859375,8.88776969909668,61,1918,"2","0","0","1",543
1049,1459.23071289062,9.47552299499512,154,1994,"1","0","1","1",1342
1050,333.435913085938,2.82572817802429,118,1918,"1","0","0","1",1375
1051,380.769226074219,5.1455283164978,74,1918,"2","0","0","1",531
1052,342.820526123047,6.23310232162476,55,1934,"2","0","0","1",1615
1053,358.410278320312,6.51654863357544,55,1962,"1","0","0","1",1404
1054,637.230773925781,7.86704635620117,81,1969,"1","0","0","1",1641
1055,759.076904296875,9.7317533493042,78,1929,"1","0","0","1",261
1056,790.923095703125,8.59698963165283,92,1918,"2","0","0","1",813
1057,448.307708740234,5.4012975692749,83,1972,"1","0","0","1",2134
1058,271.128204345703,3.43200278282166,79,1929,"1","0","0","0",2513
1059,408.615386962891,4.86446857452393,84,1962,"2","0","0","1",2524
1060,397.128204345703,3.97128200531006,100,1918,"2","0","0","1",531
1061,434.410247802734,5.71592330932617,76,1954,"2","0","0","1",113
1062,278.820526123047,6.19601011276245,45,1918,"2","0","0","0",383
1063,1181.58984375,11.2532358169556,105,1918,"2","1","0","1",153
1064,459.641021728516,8.83925151824951,52,1918,"1","0","1","1",163
1065,512.564086914062,13.4885282516479,38,1989,"2","0","0","1",113
1066,524.05126953125,8.73418998718262,60,1981,"2","0","0","1",163
1067,589.230773925781,5.12374591827393,115,1918,"2","0","0","1",153
1068,707.435913085938,6.20557928085327,114,1918,"1","0","0","1",163
1069,484.923065185547,10.7760667800903,45,1983,"2","0","0","1",531
1070,348.769226074219,4.41480016708374,79,1957,"1","0","0","1",422
1071,197.794876098633,4.39544200897217,45,1958,"1","0","0","1",1132
1072,167.230773925781,2.22974371910095,75,1978,"1","0","0","1",1132
1073,530.461547851562,6.71470260620117,79,1962,"1","0","0","1",1133
1074,314.461547851562,4.36752128601074,72,1972,"1","0","0","1",1123
1075,188.410247802734,6.72893857955933,28,1957.5,"1","0","0","1",1712
1076,542.769226074219,6.53938961029053,83,1937,"2","0","0","1",1854
1077,461.025634765625,5.48839998245239,84,1939,"1","1","0","1",1714
1078,465.897430419922,13.3113536834717,35,1986,"1","0","0","1",1636
1079,431.128204345703,8.98183536529541,48,1960,"1","0","0","1",1713
1080,612.256408691406,6.58340501785278,93,1941,"1","0","0","1",734
1081,610.820495605469,10.1803436279297,60,1972,"1","0","0","1",2024
1082,285.025634765625,4.45352554321289,64,1965,"1","0","0","1",1944
1083,310.512817382812,5.75023603439331,54,1975,"1","0","0","1",2024
1084,566.769226074219,9.77188205718994,58,1972,"1","0","0","1",2421
1085,317.487152099609,5.03947877883911,63,1939,"1","0","0","1",1375
1086,487.230743408203,6.16747665405273,79,1956,"1","0","0","1",1832
1087,277.025634765625,5.77136945724487,48,1960,"1","0","0","1",1363
1088,417.8974609375,6.42918968200684,65,1967,"1","0","0","1",822
1089,663.384582519531,8.8451280593872,75,1918,"2","0","0","1",944
1090,365.743591308594,9.62483024597168,38,1959,"1","0","0","1",951
1091,285.384613037109,8.39366626739502,34,1918,"2","0","0","0",943
1092,182.71794128418,4.56794834136963,40,1918,"1","0","0","1",962
1093,425.230773925781,7.20730257034302,59,1918,"1","0","1","1",816
1094,449.487182617188,6.91518974304199,65,1960,"1","0","0","1",951
1095,339.230773925781,6.057692527771,56,1967,"1","0","0","1",1406
1096,839.589721679688,9.43359470367432,89,1983,"2","0","0","1",413
1097,361.025634765625,3.31216144561768,109,1929,"2","0","0","1",914
1098,348.051300048828,3.48051285743713,100,1939,"1","0","0","1",522
1099,547.025634765625,7.19770765304565,76,1929,"1","1","0","1",1812
1100,268.666687011719,8.39583587646484,32,1967,"1","0","0","1",1812
1101,818.923095703125,8.35635948181152,98,1955,"1","0","0","1",927
1102,545.84619140625,5.24852323532104,104,1929,"3","0","0","1",912
1103,656.871826171875,5.97156429290771,110,1918,"3","0","0","1",925
1104,227.076919555664,4.83142375946045,47,1924,"1","0","0","1",916
